Population,Five-Year Age Groups,Gender,Hispanic Origin,Race,Year
Not Applicable,20-24 years,Female,Not Stated,Asian or Pacific Islander,2008
Not Applicable,20-24 years,Male,Not Stated,Asian or Pacific Islander,2008
Not Applicable,20-24 years,Female,Not Stated,Asian or Pacific Islander,2009
Not Applicable,20-24 years,Male,Not Stated,Asian or Pacific Islander,2009
Not Applicable,20-24 years,Female,Not Stated,Asian or Pacific Islander,2010
Not Applicable,20-24 years,Male,Not Stated,Asian or Pacific Islander,2010
Not Applicable,20-24 years,Female,Not Stated,Asian or Pacific Islander,2011
Not Applicable,20-24 years,Male,Not Stated,Asian or Pacific Islander,2011
Not Applicable,20-24 years,Female,Not Stated,Asian or Pacific Islander,2012
Not Applicable,20-24 years,Male,Not Stated,Asian or Pacific Islander,2012
Not Applicable,20-24 years,Female,Not Stated,Asian or Pacific Islander,2013
Not Applicable,20-24 years,Male,Not Stated,Asian or Pacific Islander,2013
Not Applicable,20-24 years,Female,Not Stated,Asian or Pacific Islander,2014
Not Applicable,20-24 years,Male,Not Stated,Asian or Pacific Islander,2014
Not Applicable,20-24 years,Female,Not Stated,Asian or Pacific Islander,2015
Not Applicable,20-24 years,Male,Not Stated,Asian or Pacific Islander,2015
Not Applicable,20-24 years,Female,Not Stated,Asian or Pacific Islander,2016
Not Applicable,20-24 years,Male,Not Stated,Asian or Pacific Islander,2016
Not Applicable,20-24 years,Female,Not Stated,Asian or Pacific Islander,2017
Not Applicable,20-24 years,Male,Not Stated,Asian or Pacific Islander,2017
Not Applicable,20-24 years,Female,Not Stated,Asian or Pacific Islander,2018
Not Applicable,20-24 years,Male,Not Stated,Asian or Pacific Islander,2018
Not Applicable,20-24 years,Female,Not Stated,Asian or Pacific Islander,2019
Not Applicable,20-24 years,Male,Not Stated,Asian or Pacific Islander,2019
Not Applicable,20-24 years,Female,Not Stated,Asian or Pacific Islander,2020 
Not Applicable,20-24 years,Male,Not Stated,Asian or Pacific Islander,2020 
Not Applicable,25-29 years,Female,Not Stated,Asian or Pacific Islander,1999
Not Applicable,25-29 years,Male,Not Stated,Asian or Pacific Islander,1999
Not Applicable,25-29 years,Female,Not Stated,Asian or Pacific Islander,2000
Not Applicable,25-29 years,Male,Not Stated,Asian or Pacific Islander,2000
Not Applicable,25-29 years,Female,Not Stated,Asian or Pacific Islander,2001
Not Applicable,25-29 years,Male,Not Stated,Asian or Pacific Islander,2001
Not Applicable,25-29 years,Female,Not Stated,Asian or Pacific Islander,2002
Not Applicable,25-29 years,Male,Not Stated,Asian or Pacific Islander,2002
Not Applicable,25-29 years,Female,Not Stated,Asian or Pacific Islander,2003
Not Applicable,25-29 years,Male,Not Stated,Asian or Pacific Islander,2003
Not Applicable,25-29 years,Female,Not Stated,Asian or Pacific Islander,2004
Not Applicable,25-29 years,Male,Not Stated,Asian or Pacific Islander,2004
Not Applicable,25-29 years,Female,Not Stated,Asian or Pacific Islander,2005
Not Applicable,25-29 years,Male,Not Stated,Asian or Pacific Islander,2005
Not Applicable,25-29 years,Female,Not Stated,Asian or Pacific Islander,2006
Not Applicable,25-29 years,Male,Not Stated,Asian or Pacific Islander,2006
Not Applicable,25-29 years,Female,Not Stated,Asian or Pacific Islander,2007
Not Applicable,25-29 years,Male,Not Stated,Asian or Pacific Islander,2007
Not Applicable,25-29 years,Female,Not Stated,Asian or Pacific Islander,2008
Not Applicable,25-29 years,Male,Not Stated,Asian or Pacific Islander,2008
Not Applicable,25-29 years,Female,Not Stated,Asian or Pacific Islander,2009
Not Applicable,25-29 years,Male,Not Stated,Asian or Pacific Islander,2009
Not Applicable,25-29 years,Female,Not Stated,Asian or Pacific Islander,2010
Not Applicable,25-29 years,Male,Not Stated,Asian or Pacific Islander,2010
Not Applicable,25-29 years,Female,Not Stated,Asian or Pacific Islander,2011
Not Applicable,25-29 years,Male,Not Stated,Asian or Pacific Islander,2011
Not Applicable,25-29 years,Female,Not Stated,Asian or Pacific Islander,2012
Not Applicable,25-29 years,Male,Not Stated,Asian or Pacific Islander,2012
Not Applicable,25-29 years,Female,Not Stated,Asian or Pacific Islander,2013
Not Applicable,25-29 years,Male,Not Stated,Asian or Pacific Islander,2013
Not Applicable,25-29 years,Female,Not Stated,Asian or Pacific Islander,2014
Not Applicable,25-29 years,Male,Not Stated,Asian or Pacific Islander,2014
Not Applicable,25-29 years,Female,Not Stated,Asian or Pacific Islander,2015
Not Applicable,25-29 years,Male,Not Stated,Asian or Pacific Islander,2015
Not Applicable,25-29 years,Female,Not Stated,Asian or Pacific Islander,2016
Not Applicable,25-29 years,Male,Not Stated,Asian or Pacific Islander,2016
Not Applicable,25-29 years,Female,Not Stated,Asian or Pacific Islander,2017
Not Applicable,25-29 years,Male,Not Stated,Asian or Pacific Islander,2017
Not Applicable,25-29 years,Female,Not Stated,Asian or Pacific Islander,2018
Not Applicable,25-29 years,Male,Not Stated,Asian or Pacific Islander,2018
Not Applicable,25-29 years,Female,Not Stated,Asian or Pacific Islander,2019
Not Applicable,25-29 years,Male,Not Stated,Asian or Pacific Islander,2019
Not Applicable,25-29 years,Female,Not Stated,Asian or Pacific Islander,2020 
Not Applicable,25-29 years,Male,Not Stated,Asian or Pacific Islander,2020 
Not Applicable,30-34 years,Female,Not Stated,Asian or Pacific Islander,1999
Not Applicable,30-34 years,Male,Not Stated,Asian or Pacific Islander,1999
Not Applicable,30-34 years,Female,Not Stated,Asian or Pacific Islander,2000
Not Applicable,30-34 years,Male,Not Stated,Asian or Pacific Islander,2000
Not Applicable,30-34 years,Female,Not Stated,Asian or Pacific Islander,2001
Not Applicable,30-34 years,Male,Not Stated,Asian or Pacific Islander,2001
Not Applicable,30-34 years,Female,Not Stated,Asian or Pacific Islander,2002
Not Applicable,30-34 years,Male,Not Stated,Asian or Pacific Islander,2002
Not Applicable,30-34 years,Female,Not Stated,Asian or Pacific Islander,2003
Not Applicable,30-34 years,Male,Not Stated,Asian or Pacific Islander,2003
Not Applicable,30-34 years,Female,Not Stated,Asian or Pacific Islander,2004
Not Applicable,30-34 years,Male,Not Stated,Asian or Pacific Islander,2004
Not Applicable,30-34 years,Female,Not Stated,Asian or Pacific Islander,2005
Not Applicable,30-34 years,Male,Not Stated,Asian or Pacific Islander,2005
Not Applicable,30-34 years,Female,Not Stated,Asian or Pacific Islander,2006
Not Applicable,30-34 years,Male,Not Stated,Asian or Pacific Islander,2006
Not Applicable,30-34 years,Female,Not Stated,Asian or Pacific Islander,2007
Not Applicable,30-34 years,Male,Not Stated,Asian or Pacific Islander,2007
Not Applicable,30-34 years,Female,Not Stated,Asian or Pacific Islander,2008
Not Applicable,30-34 years,Male,Not Stated,Asian or Pacific Islander,2008
Not Applicable,30-34 years,Female,Not Stated,Asian or Pacific Islander,2009
Not Applicable,30-34 years,Male,Not Stated,Asian or Pacific Islander,2009
Not Applicable,30-34 years,Female,Not Stated,Asian or Pacific Islander,2010
Not Applicable,30-34 years,Male,Not Stated,Asian or Pacific Islander,2010
Not Applicable,30-34 years,Female,Not Stated,Asian or Pacific Islander,2011
Not Applicable,30-34 years,Male,Not Stated,Asian or Pacific Islander,2011
Not Applicable,30-34 years,Female,Not Stated,Asian or Pacific Islander,2012
Not Applicable,30-34 years,Male,Not Stated,Asian or Pacific Islander,2012
Not Applicable,30-34 years,Female,Not Stated,Asian or Pacific Islander,2013
Not Applicable,30-34 years,Male,Not Stated,Asian or Pacific Islander,2013
Not Applicable,30-34 years,Female,Not Stated,Asian or Pacific Islander,2014
Not Applicable,30-34 years,Male,Not Stated,Asian or Pacific Islander,2014
Not Applicable,30-34 years,Female,Not Stated,Asian or Pacific Islander,2015
Not Applicable,30-34 years,Male,Not Stated,Asian or Pacific Islander,2015
Not Applicable,30-34 years,Female,Not Stated,Asian or Pacific Islander,2016
Not Applicable,30-34 years,Male,Not Stated,Asian or Pacific Islander,2016
Not Applicable,30-34 years,Female,Not Stated,Asian or Pacific Islander,2017
Not Applicable,30-34 years,Male,Not Stated,Asian or Pacific Islander,2017
Not Applicable,30-34 years,Female,Not Stated,Asian or Pacific Islander,2018
Not Applicable,30-34 years,Male,Not Stated,Asian or Pacific Islander,2018
Not Applicable,30-34 years,Female,Not Stated,Asian or Pacific Islander,2019
Not Applicable,30-34 years,Male,Not Stated,Asian or Pacific Islander,2019
Not Applicable,30-34 years,Female,Not Stated,Asian or Pacific Islander,2020 
Not Applicable,30-34 years,Male,Not Stated,Asian or Pacific Islander,2020 
Not Applicable,35-39 years,Female,Not Stated,Asian or Pacific Islander,1999
Not Applicable,35-39 years,Male,Not Stated,Asian or Pacific Islander,1999
Not Applicable,35-39 years,Female,Not Stated,Asian or Pacific Islander,2000
Not Applicable,35-39 years,Male,Not Stated,Asian or Pacific Islander,2000
Not Applicable,35-39 years,Female,Not Stated,Asian or Pacific Islander,2001
Not Applicable,35-39 years,Male,Not Stated,Asian or Pacific Islander,2001
Not Applicable,35-39 years,Female,Not Stated,Asian or Pacific Islander,2002
Not Applicable,35-39 years,Male,Not Stated,Asian or Pacific Islander,2002
Not Applicable,35-39 years,Female,Not Stated,Asian or Pacific Islander,2003
Not Applicable,35-39 years,Male,Not Stated,Asian or Pacific Islander,2003
Not Applicable,35-39 years,Female,Not Stated,Asian or Pacific Islander,2004
Not Applicable,35-39 years,Male,Not Stated,Asian or Pacific Islander,2004
Not Applicable,35-39 years,Female,Not Stated,Asian or Pacific Islander,2005
Not Applicable,35-39 years,Male,Not Stated,Asian or Pacific Islander,2005
Not Applicable,35-39 years,Female,Not Stated,Asian or Pacific Islander,2006
Not Applicable,35-39 years,Male,Not Stated,Asian or Pacific Islander,2006
Not Applicable,35-39 years,Female,Not Stated,Asian or Pacific Islander,2007
Not Applicable,35-39 years,Male,Not Stated,Asian or Pacific Islander,2007
Not Applicable,35-39 years,Female,Not Stated,Asian or Pacific Islander,2008
Not Applicable,35-39 years,Male,Not Stated,Asian or Pacific Islander,2008
Not Applicable,35-39 years,Female,Not Stated,Asian or Pacific Islander,2009
Not Applicable,35-39 years,Male,Not Stated,Asian or Pacific Islander,2009
Not Applicable,35-39 years,Female,Not Stated,Asian or Pacific Islander,2010
Not Applicable,35-39 years,Male,Not Stated,Asian or Pacific Islander,2010
Not Applicable,35-39 years,Female,Not Stated,Asian or Pacific Islander,2011
Not Applicable,35-39 years,Male,Not Stated,Asian or Pacific Islander,2011
Not Applicable,35-39 years,Female,Not Stated,Asian or Pacific Islander,2012
Not Applicable,35-39 years,Male,Not Stated,Asian or Pacific Islander,2012
Not Applicable,35-39 years,Female,Not Stated,Asian or Pacific Islander,2013
Not Applicable,35-39 years,Male,Not Stated,Asian or Pacific Islander,2013
Not Applicable,35-39 years,Female,Not Stated,Asian or Pacific Islander,2014
Not Applicable,35-39 years,Male,Not Stated,Asian or Pacific Islander,2014
Not Applicable,35-39 years,Female,Not Stated,Asian or Pacific Islander,2015
Not Applicable,35-39 years,Male,Not Stated,Asian or Pacific Islander,2015
Not Applicable,35-39 years,Female,Not Stated,Asian or Pacific Islander,2016
Not Applicable,35-39 years,Male,Not Stated,Asian or Pacific Islander,2016
Not Applicable,35-39 years,Female,Not Stated,Asian or Pacific Islander,2017
Not Applicable,35-39 years,Male,Not Stated,Asian or Pacific Islander,2017
Not Applicable,35-39 years,Female,Not Stated,Asian or Pacific Islander,2018
Not Applicable,35-39 years,Male,Not Stated,Asian or Pacific Islander,2018
Not Applicable,35-39 years,Female,Not Stated,Asian or Pacific Islander,2019
Not Applicable,35-39 years,Male,Not Stated,Asian or Pacific Islander,2019
Not Applicable,35-39 years,Female,Not Stated,Asian or Pacific Islander,2020 
Not Applicable,35-39 years,Male,Not Stated,Asian or Pacific Islander,2020 
Not Applicable,40-44 years,Female,Not Stated,Asian or Pacific Islander,1999
Not Applicable,40-44 years,Male,Not Stated,Asian or Pacific Islander,1999
Not Applicable,40-44 years,Female,Not Stated,Asian or Pacific Islander,2000
Not Applicable,40-44 years,Male,Not Stated,Asian or Pacific Islander,2000
Not Applicable,40-44 years,Female,Not Stated,Asian or Pacific Islander,2001
Not Applicable,40-44 years,Male,Not Stated,Asian or Pacific Islander,2001
Not Applicable,40-44 years,Female,Not Stated,Asian or Pacific Islander,2002
Not Applicable,40-44 years,Male,Not Stated,Asian or Pacific Islander,2002
Not Applicable,40-44 years,Female,Not Stated,Asian or Pacific Islander,2003
Not Applicable,40-44 years,Male,Not Stated,Asian or Pacific Islander,2003
Not Applicable,40-44 years,Female,Not Stated,Asian or Pacific Islander,2004
Not Applicable,40-44 years,Male,Not Stated,Asian or Pacific Islander,2004
Not Applicable,40-44 years,Female,Not Stated,Asian or Pacific Islander,2005
Not Applicable,40-44 years,Male,Not Stated,Asian or Pacific Islander,2005
Not Applicable,40-44 years,Female,Not Stated,Asian or Pacific Islander,2006
Not Applicable,40-44 years,Male,Not Stated,Asian or Pacific Islander,2006
Not Applicable,40-44 years,Female,Not Stated,Asian or Pacific Islander,2007
Not Applicable,40-44 years,Male,Not Stated,Asian or Pacific Islander,2007
Not Applicable,40-44 years,Female,Not Stated,Asian or Pacific Islander,2008
Not Applicable,40-44 years,Male,Not Stated,Asian or Pacific Islander,2008
Not Applicable,40-44 years,Female,Not Stated,Asian or Pacific Islander,2009
Not Applicable,40-44 years,Male,Not Stated,Asian or Pacific Islander,2009
Not Applicable,40-44 years,Female,Not Stated,Asian or Pacific Islander,2010
Not Applicable,40-44 years,Male,Not Stated,Asian or Pacific Islander,2010
Not Applicable,40-44 years,Female,Not Stated,Asian or Pacific Islander,2011
Not Applicable,40-44 years,Male,Not Stated,Asian or Pacific Islander,2011
Not Applicable,40-44 years,Female,Not Stated,Asian or Pacific Islander,2012
Not Applicable,40-44 years,Male,Not Stated,Asian or Pacific Islander,2012
Not Applicable,40-44 years,Female,Not Stated,Asian or Pacific Islander,2013
Not Applicable,40-44 years,Male,Not Stated,Asian or Pacific Islander,2013
Not Applicable,40-44 years,Female,Not Stated,Asian or Pacific Islander,2014
Not Applicable,40-44 years,Male,Not Stated,Asian or Pacific Islander,2014
Not Applicable,40-44 years,Female,Not Stated,Asian or Pacific Islander,2015
Not Applicable,40-44 years,Male,Not Stated,Asian or Pacific Islander,2015
Not Applicable,40-44 years,Female,Not Stated,Asian or Pacific Islander,2016
Not Applicable,40-44 years,Male,Not Stated,Asian or Pacific Islander,2016
Not Applicable,40-44 years,Female,Not Stated,Asian or Pacific Islander,2017
Not Applicable,40-44 years,Male,Not Stated,Asian or Pacific Islander,2017
Not Applicable,40-44 years,Female,Not Stated,Asian or Pacific Islander,2018
Not Applicable,40-44 years,Male,Not Stated,Asian or Pacific Islander,2018
Not Applicable,40-44 years,Female,Not Stated,Asian or Pacific Islander,2019
Not Applicable,40-44 years,Male,Not Stated,Asian or Pacific Islander,2019
Not Applicable,40-44 years,Female,Not Stated,Asian or Pacific Islander,2020 
Not Applicable,40-44 years,Male,Not Stated,Asian or Pacific Islander,2020 
Not Applicable,45-49 years,Female,Not Stated,Asian or Pacific Islander,1999
Not Applicable,45-49 years,Male,Not Stated,Asian or Pacific Islander,1999
Not Applicable,45-49 years,Female,Not Stated,Asian or Pacific Islander,2000
Not Applicable,45-49 years,Male,Not Stated,Asian or Pacific Islander,2000
Not Applicable,45-49 years,Female,Not Stated,Asian or Pacific Islander,2001
Not Applicable,45-49 years,Male,Not Stated,Asian or Pacific Islander,2001
Not Applicable,45-49 years,Female,Not Stated,Asian or Pacific Islander,2002
Not Applicable,45-49 years,Male,Not Stated,Asian or Pacific Islander,2002
Not Applicable,45-49 years,Female,Not Stated,Asian or Pacific Islander,2003
Not Applicable,45-49 years,Male,Not Stated,Asian or Pacific Islander,2003
Not Applicable,45-49 years,Female,Not Stated,Asian or Pacific Islander,2004
Not Applicable,45-49 years,Male,Not Stated,Asian or Pacific Islander,2004
Not Applicable,45-49 years,Female,Not Stated,Asian or Pacific Islander,2005
Not Applicable,45-49 years,Male,Not Stated,Asian or Pacific Islander,2005
Not Applicable,45-49 years,Female,Not Stated,Asian or Pacific Islander,2006
Not Applicable,45-49 years,Male,Not Stated,Asian or Pacific Islander,2006
Not Applicable,45-49 years,Female,Not Stated,Asian or Pacific Islander,2007
Not Applicable,45-49 years,Male,Not Stated,Asian or Pacific Islander,2007
Not Applicable,45-49 years,Female,Not Stated,Asian or Pacific Islander,2008
Not Applicable,45-49 years,Male,Not Stated,Asian or Pacific Islander,2008
Not Applicable,45-49 years,Female,Not Stated,Asian or Pacific Islander,2009
Not Applicable,45-49 years,Male,Not Stated,Asian or Pacific Islander,2009
Not Applicable,45-49 years,Female,Not Stated,Asian or Pacific Islander,2010
Not Applicable,45-49 years,Male,Not Stated,Asian or Pacific Islander,2010
Not Applicable,45-49 years,Female,Not Stated,Asian or Pacific Islander,2011
Not Applicable,45-49 years,Male,Not Stated,Asian or Pacific Islander,2011
