Race,Hispanic Origin,Five-Year Age Groups,Cause of death Code,Gender,Deaths,Year
White,Hispanic or Latino,65-69 years,I13.2,Female,4,2012
White,Hispanic or Latino,65-69 years,I13.2,Male,4,2012
White,Hispanic or Latino,70-74 years,I10,Female,47,2012
White,Hispanic or Latino,70-74 years,I10,Male,41,2012
White,Hispanic or Latino,70-74 years,I11.0,Female,20,2012
White,Hispanic or Latino,70-74 years,I11.0,Male,20,2012
White,Hispanic or Latino,70-74 years,I11.9,Female,49,2012
White,Hispanic or Latino,70-74 years,I11.9,Male,76,2012
White,Hispanic or Latino,70-74 years,I12.0,Female,32,2012
White,Hispanic or Latino,70-74 years,I12.0,Male,34,2012
White,Hispanic or Latino,70-74 years,I13.1,Female,4,2012
White,Hispanic or Latino,70-74 years,I13.1,Male,4,2012
White,Hispanic or Latino,70-74 years,I13.2,Female,4,2012
White,Hispanic or Latino,70-74 years,I13.2,Male,4,2012
White,Hispanic or Latino,75-79 years,I10,Female,69,2012
White,Hispanic or Latino,75-79 years,I10,Male,52,2012
White,Hispanic or Latino,75-79 years,I11.0,Female,30,2012
White,Hispanic or Latino,75-79 years,I11.0,Male,19,2012
White,Hispanic or Latino,75-79 years,I11.9,Female,65,2012
White,Hispanic or Latino,75-79 years,I11.9,Male,57,2012
White,Hispanic or Latino,75-79 years,I12.0,Female,45,2012
White,Hispanic or Latino,75-79 years,I12.0,Male,36,2012
White,Hispanic or Latino,75-79 years,I12.9,Female,4,2012
White,Hispanic or Latino,75-79 years,I12.9,Male,4,2012
White,Hispanic or Latino,75-79 years,I13.1,Female,4,2012
White,Hispanic or Latino,75-79 years,I13.1,Male,4,2012
White,Hispanic or Latino,75-79 years,I13.2,Female,13,2012
White,Hispanic or Latino,75-79 years,I13.2,Male,10,2012
White,Hispanic or Latino,80-84 years,I10,Female,101,2012
White,Hispanic or Latino,80-84 years,I10,Male,62,2012
White,Hispanic or Latino,80-84 years,I11.0,Female,55,2012
White,Hispanic or Latino,80-84 years,I11.0,Male,33,2012
White,Hispanic or Latino,80-84 years,I11.9,Female,96,2012
White,Hispanic or Latino,80-84 years,I11.9,Male,76,2012
White,Hispanic or Latino,80-84 years,I12.0,Female,53,2012
White,Hispanic or Latino,80-84 years,I12.0,Male,53,2012
White,Hispanic or Latino,80-84 years,I12.9,Female,4,2012
White,Hispanic or Latino,80-84 years,I12.9,Male,4,2012
White,Hispanic or Latino,80-84 years,I13.0,Male,4,2012
White,Hispanic or Latino,80-84 years,I13.1,Female,4,2012
White,Hispanic or Latino,80-84 years,I13.1,Male,4,2012
White,Hispanic or Latino,80-84 years,I13.2,Female,16,2012
White,Hispanic or Latino,80-84 years,I13.2,Male,4,2012
White,Hispanic or Latino,80-84 years,I13.9,Female,4,2012
White,Hispanic or Latino,85-89 years,I10,Female,126,2012
White,Hispanic or Latino,85-89 years,I10,Male,72,2012
White,Hispanic or Latino,85-89 years,I11.0,Female,70,2012
White,Hispanic or Latino,85-89 years,I11.0,Male,43,2012
White,Hispanic or Latino,85-89 years,I11.9,Female,94,2012
White,Hispanic or Latino,85-89 years,I11.9,Male,54,2012
White,Hispanic or Latino,85-89 years,I12.0,Female,74,2012
White,Hispanic or Latino,85-89 years,I12.0,Male,60,2012
White,Hispanic or Latino,85-89 years,I12.9,Female,4,2012
White,Hispanic or Latino,85-89 years,I13.0,Female,4,2012
White,Hispanic or Latino,85-89 years,I13.0,Male,4,2012
White,Hispanic or Latino,85-89 years,I13.1,Female,10,2012
White,Hispanic or Latino,85-89 years,I13.1,Male,4,2012
White,Hispanic or Latino,85-89 years,I13.2,Female,16,2012
White,Hispanic or Latino,85-89 years,I13.2,Male,4,2012
White,Hispanic or Latino,90-94 years,I10,Female,107,2012
White,Hispanic or Latino,90-94 years,I10,Male,39,2012
White,Hispanic or Latino,90-94 years,I11.0,Female,69,2012
White,Hispanic or Latino,90-94 years,I11.0,Male,36,2012
White,Hispanic or Latino,90-94 years,I11.9,Female,61,2012
White,Hispanic or Latino,90-94 years,I11.9,Male,32,2012
White,Hispanic or Latino,90-94 years,I12.0,Female,42,2012
White,Hispanic or Latino,90-94 years,I12.0,Male,34,2012
White,Hispanic or Latino,90-94 years,I13.0,Female,4,2012
White,Hispanic or Latino,90-94 years,I13.1,Female,4,2012
White,Hispanic or Latino,90-94 years,I13.1,Male,4,2012
White,Hispanic or Latino,90-94 years,I13.2,Female,4,2012
White,Hispanic or Latino,90-94 years,I13.2,Male,4,2012
White,Hispanic or Latino,90-94 years,I13.9,Female,4,2012
White,Hispanic or Latino,95-99 years,I10,Female,53,2012
White,Hispanic or Latino,95-99 years,I10,Male,14,2012
White,Hispanic or Latino,95-99 years,I11.0,Female,30,2012
White,Hispanic or Latino,95-99 years,I11.0,Male,14,2012
White,Hispanic or Latino,95-99 years,I11.9,Female,26,2012
White,Hispanic or Latino,95-99 years,I11.9,Male,4,2012
White,Hispanic or Latino,95-99 years,I12.0,Female,22,2012
White,Hispanic or Latino,95-99 years,I12.0,Male,4,2012
White,Hispanic or Latino,95-99 years,I12.9,Male,4,2012
White,Hispanic or Latino,95-99 years,I13.1,Male,4,2012
White,Hispanic or Latino,95-99 years,I13.2,Female,4,2012
White,Hispanic or Latino,95-99 years,I13.2,Male,4,2012
White,Hispanic or Latino,95-99 years,I13.9,Male,4,2012
White,Hispanic or Latino,100+ years,I10,Female,16,2012
White,Hispanic or Latino,100+ years,I10,Male,4,2012
White,Hispanic or Latino,100+ years,I11.0,Female,15,2012
White,Hispanic or Latino,100+ years,I11.0,Male,4,2012
White,Hispanic or Latino,100+ years,I11.9,Female,4,2012
White,Hispanic or Latino,100+ years,I11.9,Male,4,2012
White,Hispanic or Latino,100+ years,I12.0,Female,4,2012
White,Hispanic or Latino,100+ years,I12.0,Male,4,2012
White,Hispanic or Latino,100+ years,I13.2,Female,4,2012
White,Not Hispanic or Latino,< 1 year,I10,Female,4,2012
White,Not Hispanic or Latino,< 1 year,I11.9,Female,4,2012
White,Not Hispanic or Latino,1-4 years,I10,Female,4,2012
White,Not Hispanic or Latino,1-4 years,I15.0,Male,4,2012
White,Not Hispanic or Latino,15-19 years,I11.9,Male,4,2012
White,Not Hispanic or Latino,20-24 years,I10,Male,4,2012
White,Not Hispanic or Latino,20-24 years,I11.0,Male,4,2012
White,Not Hispanic or Latino,20-24 years,I11.9,Female,4,2012
White,Not Hispanic or Latino,20-24 years,I11.9,Male,11,2012
White,Not Hispanic or Latino,20-24 years,I12.0,Male,4,2012
White,Not Hispanic or Latino,20-24 years,I13.1,Male,4,2012
White,Not Hispanic or Latino,25-29 years,I10,Female,4,2012
White,Not Hispanic or Latino,25-29 years,I10,Male,4,2012
White,Not Hispanic or Latino,25-29 years,I11.0,Female,4,2012
White,Not Hispanic or Latino,25-29 years,I11.0,Male,4,2012
White,Not Hispanic or Latino,25-29 years,I11.9,Female,4,2012
White,Not Hispanic or Latino,25-29 years,I11.9,Male,46,2012
White,Not Hispanic or Latino,25-29 years,I12.0,Male,4,2012
White,Not Hispanic or Latino,25-29 years,I13.1,Male,4,2012
White,Not Hispanic or Latino,25-29 years,I13.2,Female,4,2012
White,Not Hispanic or Latino,30-34 years,I10,Female,4,2012
White,Not Hispanic or Latino,30-34 years,I10,Male,4,2012
White,Not Hispanic or Latino,30-34 years,I11.0,Female,4,2012
White,Not Hispanic or Latino,30-34 years,I11.0,Male,4,2012
White,Not Hispanic or Latino,30-34 years,I11.9,Female,27,2012
White,Not Hispanic or Latino,30-34 years,I11.9,Male,89,2012
White,Not Hispanic or Latino,30-34 years,I12.0,Female,4,2012
White,Not Hispanic or Latino,30-34 years,I12.0,Male,10,2012
White,Not Hispanic or Latino,30-34 years,I13.1,Female,4,2012
White,Not Hispanic or Latino,30-34 years,I13.1,Male,4,2012
White,Not Hispanic or Latino,30-34 years,I13.2,Male,4,2012
White,Not Hispanic or Latino,35-39 years,I10,Female,10,2012
White,Not Hispanic or Latino,35-39 years,I10,Male,22,2012
White,Not Hispanic or Latino,35-39 years,I11.0,Female,4,2012
White,Not Hispanic or Latino,35-39 years,I11.0,Male,11,2012
White,Not Hispanic or Latino,35-39 years,I11.9,Female,62,2012
White,Not Hispanic or Latino,35-39 years,I11.9,Male,158,2012
White,Not Hispanic or Latino,35-39 years,I12.0,Female,4,2012
White,Not Hispanic or Latino,35-39 years,I12.0,Male,4,2012
White,Not Hispanic or Latino,35-39 years,I13.0,Female,4,2012
White,Not Hispanic or Latino,35-39 years,I13.0,Male,4,2012
White,Not Hispanic or Latino,35-39 years,I13.1,Female,4,2012
White,Not Hispanic or Latino,35-39 years,I13.2,Male,4,2012
White,Not Hispanic or Latino,35-39 years,I13.9,Male,4,2012
White,Not Hispanic or Latino,40-44 years,I10,Female,29,2012
White,Not Hispanic or Latino,40-44 years,I10,Male,49,2012
White,Not Hispanic or Latino,40-44 years,I11.0,Female,4,2012
White,Not Hispanic or Latino,40-44 years,I11.0,Male,20,2012
White,Not Hispanic or Latino,40-44 years,I11.9,Female,125,2012
White,Not Hispanic or Latino,40-44 years,I11.9,Male,334,2012
White,Not Hispanic or Latino,40-44 years,I12.0,Female,4,2012
White,Not Hispanic or Latino,40-44 years,I12.0,Male,4,2012
White,Not Hispanic or Latino,40-44 years,I13.1,Male,4,2012
White,Not Hispanic or Latino,40-44 years,I13.2,Female,4,2012
White,Not Hispanic or Latino,40-44 years,I13.2,Male,4,2012
White,Not Hispanic or Latino,40-44 years,I13.9,Female,4,2012
White,Not Hispanic or Latino,40-44 years,I13.9,Male,4,2012
White,Not Hispanic or Latino,45-49 years,I10,Female,63,2012
White,Not Hispanic or Latino,45-49 years,I10,Male,108,2012
White,Not Hispanic or Latino,45-49 years,I11.0,Female,22,2012
White,Not Hispanic or Latino,45-49 years,I11.0,Male,32,2012
White,Not Hispanic or Latino,45-49 years,I11.9,Female,224,2012
White,Not Hispanic or Latino,45-49 years,I11.9,Male,536,2012
White,Not Hispanic or Latino,45-49 years,I12.0,Female,12,2012
White,Not Hispanic or Latino,45-49 years,I12.0,Male,31,2012
White,Not Hispanic or Latino,45-49 years,I12.9,Female,4,2012
White,Not Hispanic or Latino,45-49 years,I12.9,Male,4,2012
White,Not Hispanic or Latino,45-49 years,I13.1,Female,4,2012
White,Not Hispanic or Latino,45-49 years,I13.1,Male,4,2012
White,Not Hispanic or Latino,45-49 years,I13.2,Female,4,2012
White,Not Hispanic or Latino,45-49 years,I13.2,Male,4,2012
White,Not Hispanic or Latino,45-49 years,I13.9,Male,4,2012
White,Not Hispanic or Latino,45-49 years,I15.9,Female,4,2012
White,Not Hispanic or Latino,50-54 years,I10,Female,98,2012
White,Not Hispanic or Latino,50-54 years,I10,Male,258,2012
White,Not Hispanic or Latino,50-54 years,I11.0,Female,28,2012
White,Not Hispanic or Latino,50-54 years,I11.0,Male,58,2012
White,Not Hispanic or Latino,50-54 years,I11.9,Female,347,2012
White,Not Hispanic or Latino,50-54 years,I11.9,Male,950,2012
White,Not Hispanic or Latino,50-54 years,I12.0,Female,20,2012
White,Not Hispanic or Latino,50-54 years,I12.0,Male,51,2012
White,Not Hispanic or Latino,50-54 years,I12.9,Female,4,2012
White,Not Hispanic or Latino,50-54 years,I12.9,Male,4,2012
White,Not Hispanic or Latino,50-54 years,I13.0,Male,4,2012
White,Not Hispanic or Latino,50-54 years,I13.1,Female,4,2012
White,Not Hispanic or Latino,50-54 years,I13.1,Male,21,2012
White,Not Hispanic or Latino,50-54 years,I13.2,Female,4,2012
White,Not Hispanic or Latino,50-54 years,I13.2,Male,4,2012
White,Not Hispanic or Latino,50-54 years,I13.9,Female,4,2012
White,Not Hispanic or Latino,50-54 years,I15.0,Male,4,2012
White,Not Hispanic or Latino,55-59 years,I10,Female,207,2012
White,Not Hispanic or Latino,55-59 years,I10,Male,384,2012
White,Not Hispanic or Latino,55-59 years,I11.0,Female,51,2012
White,Not Hispanic or Latino,55-59 years,I11.0,Male,112,2012
White,Not Hispanic or Latino,55-59 years,I11.9,Female,511,2012
White,Not Hispanic or Latino,55-59 years,I11.9,Male,1210,2012
White,Not Hispanic or Latino,55-59 years,I12.0,Female,52,2012
White,Not Hispanic or Latino,55-59 years,I12.0,Male,76,2012
White,Not Hispanic or Latino,55-59 years,I12.9,Female,4,2012
White,Not Hispanic or Latino,55-59 years,I12.9,Male,4,2012
White,Not Hispanic or Latino,55-59 years,I13.0,Male,4,2012
White,Not Hispanic or Latino,55-59 years,I13.1,Female,4,2012
White,Not Hispanic or Latino,55-59 years,I13.1,Male,18,2012
White,Not Hispanic or Latino,55-59 years,I13.2,Female,4,2012
White,Not Hispanic or Latino,55-59 years,I13.2,Male,10,2012
White,Not Hispanic or Latino,55-59 years,I13.9,Female,4,2012
White,Not Hispanic or Latino,55-59 years,I13.9,Male,4,2012
White,Not Hispanic or Latino,60-64 years ,I10,Female,278,2012
White,Not Hispanic or Latino,60-64 years ,I10,Male,550,2012
White,Not Hispanic or Latino,60-64 years ,I11.0,Female,73,2012
White,Not Hispanic or Latino,60-64 years ,I11.0,Male,135,2012
White,Not Hispanic or Latino,60-64 years ,I11.9,Female,468,2012
White,Not Hispanic or Latino,60-64 years ,I11.9,Male,1154,2012
White,Not Hispanic or Latino,60-64 years ,I12.0,Female,96,2012
White,Not Hispanic or Latino,60-64 years ,I12.0,Male,116,2012
White,Not Hispanic or Latino,60-64 years ,I12.9,Female,4,2012
White,Not Hispanic or Latino,60-64 years ,I12.9,Male,4,2012
White,Not Hispanic or Latino,60-64 years ,I13.0,Female,4,2012
White,Not Hispanic or Latino,60-64 years ,I13.0,Male,4,2012
White,Not Hispanic or Latino,60-64 years ,I13.1,Female,21,2012
White,Not Hispanic or Latino,60-64 years ,I13.1,Male,22,2012
White,Not Hispanic or Latino,60-64 years ,I13.2,Female,4,2012
White,Not Hispanic or Latino,60-64 years ,I13.2,Male,17,2012
White,Not Hispanic or Latino,60-64 years ,I13.9,Female,4,2012
White,Not Hispanic or Latino,60-64 years ,I13.9,Male,4,2012
White,Not Hispanic or Latino,65-69 years,I10,Female,388,2012
White,Not Hispanic or Latino,65-69 years,I10,Male,504,2012
White,Not Hispanic or Latino,65-69 years,I11.0,Female,118,2012
White,Not Hispanic or Latino,65-69 years,I11.0,Male,150,2012
White,Not Hispanic or Latino,65-69 years,I11.9,Female,407,2012
White,Not Hispanic or Latino,65-69 years,I11.9,Male,905,2012
White,Not Hispanic or Latino,65-69 years,I12.0,Female,127,2012
White,Not Hispanic or Latino,65-69 years,I12.0,Male,140,2012
White,Not Hispanic or Latino,65-69 years,I12.9,Female,4,2012
White,Not Hispanic or Latino,65-69 years,I12.9,Male,4,2012
White,Not Hispanic or Latino,65-69 years,I13.0,Female,4,2012
White,Not Hispanic or Latino,65-69 years,I13.0,Male,4,2012
White,Not Hispanic or Latino,65-69 years,I13.1,Female,26,2012
White,Not Hispanic or Latino,65-69 years,I13.1,Male,28,2012
White,Not Hispanic or Latino,65-69 years,I13.2,Female,19,2012
White,Not Hispanic or Latino,65-69 years,I13.2,Male,25,2012
White,Not Hispanic or Latino,65-69 years,I13.9,Female,4,2012
White,Not Hispanic or Latino,65-69 years,I13.9,Male,4,2012
White,Not Hispanic or Latino,70-74 years,I10,Female,432,2012
White,Not Hispanic or Latino,70-74 years,I10,Male,501,2012
White,Not Hispanic or Latino,70-74 years,I11.0,Female,199,2012
White,Not Hispanic or Latino,70-74 years,I11.0,Male,162,2012
White,Not Hispanic or Latino,70-74 years,I11.9,Female,476,2012
White,Not Hispanic or Latino,70-74 years,I11.9,Male,656,2012
White,Not Hispanic or Latino,70-74 years,I12.0,Female,169,2012
White,Not Hispanic or Latino,70-74 years,I12.0,Male,209,2012
White,Not Hispanic or Latino,70-74 years,I12.9,Female,10,2012
White,Not Hispanic or Latino,70-74 years,I12.9,Male,4,2012
White,Not Hispanic or Latino,70-74 years,I13.0,Female,4,2012
White,Not Hispanic or Latino,70-74 years,I13.0,Male,4,2012
White,Not Hispanic or Latino,70-74 years,I13.1,Female,19,2012
White,Not Hispanic or Latino,70-74 years,I13.1,Male,36,2012
White,Not Hispanic or Latino,70-74 years,I13.2,Female,41,2012
White,Not Hispanic or Latino,70-74 years,I13.2,Male,35,2012
White,Not Hispanic or Latino,70-74 years,I13.9,Female,4,2012
White,Not Hispanic or Latino,70-74 years,I13.9,Male,4,2012
White,Not Hispanic or Latino,70-74 years,I15.0,Male,4,2012
White,Not Hispanic or Latino,75-79 years,I10,Female,699,2012
White,Not Hispanic or Latino,75-79 years,I10,Male,541,2012
White,Not Hispanic or Latino,75-79 years,I11.0,Female,335,2012
White,Not Hispanic or Latino,75-79 years,I11.0,Male,286,2012
White,Not Hispanic or Latino,75-79 years,I11.9,Female,510,2012
White,Not Hispanic or Latino,75-79 years,I11.9,Male,606,2012
White,Not Hispanic or Latino,75-79 years,I12.0,Female,355,2012
White,Not Hispanic or Latino,75-79 years,I12.0,Male,286,2012
