"Notes"	"Underlying Cause of death"	"Underlying Cause of death Code"	"Gender"	"Gender Code"	"Single Race 6"	"Single Race 6 Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"65-69 years"	"65-69"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"70-74 years"	"70-74"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"75-79 years"	"75-79"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"80-84 years"	"80-84"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Female"	"F"	"More than one race"	"M"	"Not Stated"	"NS"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"< 1 year"	"1"	0	21393	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"1-4 years"	"1-4"	0	84891	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"5-9 years"	"5-9"	0	94052	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"10-14 years"	"10-14"	0	85670	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"15-19 years"	"15-19"	0	80135	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"20-24 years"	"20-24"	0	73447	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"25-29 years"	"25-29"	0	72853	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"30-34 years"	"30-34"	0	77342	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"35-39 years"	"35-39"	0	77310	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"40-44 years"	"40-44"	Suppressed	71502	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"45-49 years"	"45-49"	0	62776	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"50-54 years"	"50-54"	0	55361	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"55-59 years"	"55-59"	Suppressed	46405	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"60-64 years "	"60-64"	Suppressed	36002	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"65-69 years"	"65-69"	Suppressed	24419	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"70-74 years"	"70-74"	Suppressed	15302	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"75-79 years"	"75-79"	Suppressed	8379	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"80-84 years"	"80-84"	Suppressed	4600	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"< 1 year"	"1"	0	13796	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"1-4 years"	"1-4"	0	58937	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"5-9 years"	"5-9"	0	83759	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"10-14 years"	"10-14"	0	91201	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"15-19 years"	"15-19"	0	91728	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"20-24 years"	"20-24"	0	91378	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"25-29 years"	"25-29"	0	96165	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"30-34 years"	"30-34"	0	94805	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"35-39 years"	"35-39"	Suppressed	82244	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"40-44 years"	"40-44"	Suppressed	74848	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"45-49 years"	"45-49"	Suppressed	68541	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"50-54 years"	"50-54"	17	70824	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"55-59 years"	"55-59"	44	74206	59.3
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"60-64 years "	"60-64"	58	69671	83.2
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"65-69 years"	"65-69"	65	54987	118.2
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"70-74 years"	"70-74"	63	42384	148.6
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"75-79 years"	"75-79"	72	24956	288.5
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"80-84 years"	"80-84"	61	14763	413.2
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"85-89 years"	"85-89"	42	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"90-94 years"	"90-94"	26	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	"< 1 year"	"1"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	"5-9 years"	"5-9"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	"10-14 years"	"10-14"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	"15-19 years"	"15-19"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	"20-24 years"	"20-24"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	"25-29 years"	"25-29"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	"30-34 years"	"30-34"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	"35-39 years"	"35-39"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	"40-44 years"	"40-44"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	"45-49 years"	"45-49"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	"50-54 years"	"50-54"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	"55-59 years"	"55-59"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	"60-64 years "	"60-64"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	"65-69 years"	"65-69"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	"70-74 years"	"70-74"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	"75-79 years"	"75-79"	Suppressed	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	"80-84 years"	"80-84"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"< 1 year"	"1"	0	7980	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"1-4 years"	"1-4"	0	31104	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"5-9 years"	"5-9"	0	35872	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"10-14 years"	"10-14"	0	32036	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"15-19 years"	"15-19"	0	28292	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"20-24 years"	"20-24"	0	25497	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"25-29 years"	"25-29"	0	24207	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"30-34 years"	"30-34"	0	25095	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"35-39 years"	"35-39"	Suppressed	23644	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"40-44 years"	"40-44"	0	22025	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"45-49 years"	"45-49"	0	18733	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"50-54 years"	"50-54"	0	16459	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"55-59 years"	"55-59"	Suppressed	13462	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"60-64 years "	"60-64"	Suppressed	10703	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"65-69 years"	"65-69"	0	7438	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"70-74 years"	"70-74"	Suppressed	4912	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"75-79 years"	"75-79"	Suppressed	2787	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"80-84 years"	"80-84"	Suppressed	1698	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-2"	"< 1 year"	"1"	0	98582	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-2"	"1-4 years"	"1-4"	0	446797	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-2"	"5-9 years"	"5-9"	0	594225	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-2"	"10-14 years"	"10-14"	0	567508	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-2"	"15-19 years"	"15-19"	0	568851	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-2"	"20-24 years"	"20-24"	Suppressed	611024	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-2"	"25-29 years"	"25-29"	Suppressed	726044	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-2"	"30-34 years"	"30-34"	Suppressed	822645	Suppressed
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-2"	"35-39 years"	"35-39"	13	808096	Unreliable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-2"	"40-44 years"	"40-44"	34	713348	4.8
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-2"	"45-49 years"	"45-49"	46	685251	6.7
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-2"	"50-54 years"	"50-54"	63	615480	10.2
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-2"	"55-59 years"	"55-59"	119	545566	21.8
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-2"	"60-64 years "	"60-64"	186	478514	38.9
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-2"	"65-69 years"	"65-69"	221	405888	54.4
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-2"	"70-74 years"	"70-74"	288	319381	90.2
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-2"	"75-79 years"	"75-79"	334	202881	164.6
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-2"	"80-84 years"	"80-84"	434	131896	329.0
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-2"	"85-89 years"	"85-89"	445	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-2"	"90-94 years"	"90-94"	325	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-2"	"95-99 years"	"95-99"	131	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-2"	"100+ years"	"100+"	35	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-2"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Stated"	"NS"	"< 1 year"	"1"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Stated"	"NS"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Stated"	"NS"	"5-9 years"	"5-9"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Stated"	"NS"	"10-14 years"	"10-14"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Stated"	"NS"	"15-19 years"	"15-19"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Stated"	"NS"	"20-24 years"	"20-24"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Stated"	"NS"	"25-29 years"	"25-29"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Stated"	"NS"	"30-34 years"	"30-34"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Stated"	"NS"	"35-39 years"	"35-39"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Stated"	"NS"	"40-44 years"	"40-44"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Stated"	"NS"	"45-49 years"	"45-49"	Suppressed	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Stated"	"NS"	"50-54 years"	"50-54"	0	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Stated"	"NS"	"55-59 years"	"55-59"	Suppressed	Not Applicable	Not Applicable
	"Atherosclerotic heart disease"	"I25.1"	"Male"	"M"	"Asian"	"A"	"Not Stated"	"NS"	"60-64 years "	"60-64"	Suppressed	Not Applicable	Not Applicable
